Target,Subject,Data Modality,Classifier,Accuracy,F1-score
Arousal,16,Annotations,KNN,0.857142857,0.82038489
Arousal,16,Annotations,LinearRidge,0.845238095,0.81272509
Arousal,16,Annotations,RF,0.845238095,0.807983119
Arousal,16,EMG A,DL,0.799772829,0.76876592
Arousal,16,EMG A,GaussianSVM,0.802429123,0.761307655
Arousal,16,EMG A,KNN,0.770170066,0.731061391
Arousal,16,EMG A,LinearRidge,0.799784125,0.76243847
Arousal,16,EMG A,RF,0.800362197,0.776707282
Arousal,16,EMG C,DL,0.649453026,0.542846161
Arousal,16,EMG C,GaussianSVM,0.659009032,0.563306704
Arousal,16,EMG C,KNN,0.59286387,0.54681171
Arousal,16,EMG C,LinearRidge,0.598005785,0.506009364
Arousal,16,EMG C,RF,0.610845755,0.525369865
Arousal,16,HRV,DL,0.609925765,0.499029779
Arousal,16,HRV,GaussianSVM,0.555808146,0.483699841
Arousal,16,HRV,KNN,0.576484788,0.533201355
Arousal,16,HRV,LinearRidge,0.642194813,0.543488268
Arousal,16,HRV,RF,0.594426814,0.535852715
Arousal,16,IMU,DL,0.671188794,0.621686352
Arousal,16,IMU,GaussianSVM,0.69689823,0.642039483
Arousal,16,IMU,KNN,0.603553684,0.552882369
Arousal,16,IMU,LinearRidge,0.713364853,0.653977974
Arousal,16,IMU,RF,0.689067838,0.590663298
Arousal,16,Mask-All,DL,0.77736456,0.743343657
Arousal,16,Mask-All,GaussianSVM,0.765168121,0.715199861
Arousal,16,Mask-All,KNN,0.679725389,0.650951329
Arousal,16,Mask-All,LinearRidge,0.770564259,0.726469554
Arousal,16,Mask-All,RF,0.800201361,0.767171941
Arousal,17,Annotations,DL,0.782258405,0.752456617
Arousal,17,Annotations,GaussianSVM,0.869047619,0.837524178
Arousal,17,Annotations,KNN,0.857142857,0.82038489
Arousal,17,Annotations,LinearRidge,0.845238095,0.81272509
Arousal,17,Annotations,RF,0.845238095,0.81272509
Arousal,17,EMG A,DL,0.796220712,0.762814958
Arousal,17,EMG A,GaussianSVM,0.794904805,0.752458156
Arousal,17,EMG A,KNN,0.765240792,0.724994727
Arousal,17,EMG A,LinearRidge,0.788483965,0.75009485
Arousal,17,EMG A,RF,0.794321966,0.767569674
Arousal,17,EMG C,DL,0.638439927,0.525815413
Arousal,17,EMG C,GaussianSVM,0.670547115,0.564594694
Arousal,17,EMG C,KNN,0.602054946,0.553433725
Arousal,17,EMG C,LinearRidge,0.6108273,0.501828274
Arousal,17,EMG C,RF,0.662516849,0.583762078
Arousal,17,HRV,DL,0.597698304,0.519131399
Arousal,17,HRV,GaussianSVM,0.546649006,0.466884956
Arousal,17,HRV,KNN,0.573287597,0.529748423
Arousal,17,HRV,LinearRidge,0.645923931,0.54017232
Arousal,17,HRV,RF,0.61420362,0.563129467
Arousal,17,IMU,DL,0.679463824,0.60400125
Arousal,17,IMU,GaussianSVM,0.709298856,0.641063331
Arousal,17,IMU,KNN,0.632047508,0.573397248
Arousal,17,IMU,LinearRidge,0.715574576,0.650263276
Arousal,17,IMU,RF,0.686601578,0.615684508
Arousal,17,Mask-All,DL,0.785368089,0.75027429
Arousal,17,Mask-All,GaussianSVM,0.76962787,0.720957408
Arousal,17,Mask-All,KNN,0.690702448,0.668478105
Arousal,17,Mask-All,LinearRidge,0.771347743,0.724112905
Arousal,17,Mask-All,RF,0.80490224,0.776667253
Arousal,18,Annotations,DL,0.796566434,0.762786975
Arousal,18,Annotations,GaussianSVM,0.869047619,0.837524178
Arousal,18,Annotations,KNN,0.857142857,0.82038489
Arousal,18,Annotations,LinearRidge,0.857142857,0.829152542
Arousal,18,Annotations,RF,0.845238095,0.807983119
Arousal,18,EMG A,DL,0.789113302,0.760626319
Arousal,18,EMG A,GaussianSVM,0.799082538,0.757820253
Arousal,18,EMG A,KNN,0.771558084,0.735053536
Arousal,18,EMG A,LinearRidge,0.790010224,0.751558686
Arousal,18,EMG A,RF,0.802704864,0.781309022
Arousal,18,EMG C,DL,0.6373367,0.570012628
Arousal,18,EMG C,GaussianSVM,0.650762571,0.549295941
Arousal,18,EMG C,KNN,0.59152089,0.545022106
Arousal,18,EMG C,LinearRidge,0.623112963,0.528116079
Arousal,18,EMG C,RF,0.630241219,0.543466702
Arousal,18,HRV,DL,0.614512328,0.503551897
Arousal,18,HRV,GaussianSVM,0.560107398,0.479104568
Arousal,18,HRV,KNN,0.582277757,0.535804754
Arousal,18,HRV,LinearRidge,0.637598962,0.529178091
Arousal,18,HRV,RF,0.606843028,0.534595751
Arousal,18,IMU,DL,0.694343125,0.620552048
Arousal,18,IMU,GaussianSVM,0.710163639,0.647439504
Arousal,18,IMU,KNN,0.621478277,0.572858886
Arousal,18,IMU,LinearRidge,0.711320825,0.64889426
Arousal,18,IMU,RF,0.70543554,0.607164275
Arousal,18,Mask-All,DL,0.780282314,0.748607002
Arousal,18,Mask-All,GaussianSVM,0.767472206,0.718045552
Arousal,18,Mask-All,KNN,0.688388922,0.669325454
Arousal,18,Mask-All,LinearRidge,0.767173266,0.721172535
Arousal,18,Mask-All,RF,0.813956481,0.787878516
Arousal,19,Annotations,DL,0.790338915,0.756992352
Arousal,19,Annotations,GaussianSVM,0.869047619,0.837524178
Arousal,19,Annotations,KNN,0.869047619,0.837524178
Arousal,19,Annotations,LinearRidge,0.857142857,0.829152542
Arousal,19,Annotations,RF,0.845238095,0.807983119
Arousal,19,EMG A,DL,0.795328175,0.762443526
Arousal,19,EMG A,GaussianSVM,0.799140879,0.758862107
Arousal,19,EMG A,KNN,0.76603984,0.726446926
Arousal,19,EMG A,LinearRidge,0.79188392,0.753772312
Arousal,19,EMG A,RF,0.803264996,0.780938649
Arousal,19,EMG C,DL,0.608874248,0.52574138
Arousal,19,EMG C,GaussianSVM,0.639916602,0.537621317
Arousal,19,EMG C,KNN,0.584137435,0.537450188
Arousal,19,EMG C,LinearRidge,0.603714529,0.491920353
Arousal,19,EMG C,RF,0.631612459,0.54675697
Arousal,19,HRV,DL,0.629450827,0.527057717
Arousal,19,HRV,GaussianSVM,0.597918561,0.485283023
Arousal,19,HRV,KNN,0.593196558,0.55295392
Arousal,19,HRV,LinearRidge,0.6404013,0.545513191
Arousal,19,HRV,RF,0.616267367,0.558321004
Arousal,19,IMU,DL,0.674743008,0.620012578
Arousal,19,IMU,GaussianSVM,0.689137453,0.632604171
Arousal,19,IMU,KNN,0.610459532,0.550533152
Arousal,19,IMU,LinearRidge,0.700248038,0.637018455
Arousal,19,IMU,RF,0.699091191,0.620175337
Arousal,19,Mask-All,DL,0.770362728,0.738871605
Arousal,19,Mask-All,GaussianSVM,0.76783036,0.72029937
Arousal,19,Mask-All,KNN,0.682177512,0.660592976
Arousal,19,Mask-All,LinearRidge,0.762361823,0.719604577
Arousal,19,Mask-All,RF,0.808786957,0.778360227
Arousal,20,Annotations,DL,0.797198756,0.764835381
Arousal,20,Annotations,GaussianSVM,0.869047619,0.837524178
Arousal,20,Annotations,KNN,0.857142857,0.82038489
Arousal,20,Annotations,LinearRidge,0.845238095,0.81272509
Arousal,20,Annotations,RF,0.845238095,0.807983119
Arousal,20,EMG A,DL,0.814159556,0.775400221
Arousal,20,EMG A,GaussianSVM,0.807565018,0.768872579
Arousal,20,EMG A,KNN,0.774784629,0.737026798
Arousal,20,EMG A,LinearRidge,0.798095083,0.75919385
Arousal,20,EMG A,RF,0.821050593,0.79817498
Arousal,20,EMG C,DL,0.628088146,0.515412815
Arousal,20,EMG C,GaussianSVM,0.647137301,0.541972947
Arousal,20,EMG C,KNN,0.59080202,0.542891345
Arousal,20,EMG C,LinearRidge,0.603667334,0.499397598
Arousal,20,EMG C,RF,0.626464169,0.542567614
Arousal,20,HRV,DL,0.590081274,0.492754618
Arousal,20,HRV,GaussianSVM,0.554424801,0.481270382
Arousal,20,HRV,KNN,0.571565194,0.525967213
Arousal,20,HRV,LinearRidge,0.642770474,0.539036997
Arousal,20,HRV,RF,0.605230565,0.538031948
Arousal,20,IMU,DL,0.681514565,0.593703429
Arousal,20,IMU,GaussianSVM,0.6984375,0.633793096
Arousal,20,IMU,KNN,0.617897316,0.555180059
Arousal,20,IMU,LinearRidge,0.704105696,0.639652529
Arousal,20,IMU,RF,0.655740051,0.582507235
Arousal,20,Mask-All,DL,0.781952576,0.737795799
Arousal,20,Mask-All,GaussianSVM,0.773580163,0.728765012
Arousal,20,Mask-All,KNN,0.686169262,0.667096269
Arousal,20,Mask-All,LinearRidge,0.768694459,0.72432159
Arousal,20,Mask-All,RF,0.823719119,0.792881407
Arousal,21,Annotations,DL,0.798309793,0.766045514
Arousal,21,Annotations,GaussianSVM,0.869047619,0.837524178
Arousal,21,Annotations,KNN,0.845238095,0.807983119
Arousal,21,Annotations,LinearRidge,0.845238095,0.81272509
Arousal,21,Annotations,RF,0.845238095,0.807983119
Arousal,21,EMG A,DL,0.804833166,0.773360929
Arousal,21,EMG A,GaussianSVM,0.799630534,0.760432343
Arousal,21,EMG A,KNN,0.769334945,0.731937441
Arousal,21,EMG A,LinearRidge,0.793840933,0.758569715
Arousal,21,EMG A,RF,0.809570601,0.782986433
Arousal,21,EMG C,DL,0.6514024,0.575727465
Arousal,21,EMG C,GaussianSVM,0.671078008,0.575496015
Arousal,21,EMG C,KNN,0.619426898,0.571143637
Arousal,21,EMG C,LinearRidge,0.642086322,0.552355086
Arousal,21,EMG C,RF,0.649942716,0.56341426
Arousal,21,HRV,DL,0.594988969,0.492961658
Arousal,21,HRV,GaussianSVM,0.54243282,0.467372694
Arousal,21,HRV,KNN,0.575286003,0.531128925
Arousal,21,HRV,LinearRidge,0.630772452,0.52286743
Arousal,21,HRV,RF,0.584816586,0.529559569
Arousal,21,IMU,DL,0.699266143,0.624195253
Arousal,21,IMU,GaussianSVM,0.692585227,0.635704194
Arousal,21,IMU,KNN,0.617349281,0.559970834
Arousal,21,IMU,LinearRidge,0.701578302,0.634885024
Arousal,21,IMU,RF,0.688718299,0.593019549
Arousal,21,Mask-All,DL,0.776600973,0.742647713
Arousal,21,Mask-All,GaussianSVM,0.78915596,0.73377361
Arousal,21,Mask-All,KNN,0.68456838,0.662710903
Arousal,21,Mask-All,LinearRidge,0.782863029,0.742314704
Arousal,21,Mask-All,RF,0.819369636,0.790445828
Arousal,22,Annotations,DL,0.815621306,0.791990343
Arousal,22,Annotations,GaussianSVM,0.869047619,0.837524178
Arousal,22,Annotations,KNN,0.845238095,0.802710027
Arousal,22,Annotations,LinearRidge,0.845238095,0.81272509
Arousal,22,Annotations,RF,0.845238095,0.807983119
Arousal,22,EMG A,DL,0.814983317,0.792272407
Arousal,22,EMG A,GaussianSVM,0.810827053,0.774656084
Arousal,22,EMG A,KNN,0.782635732,0.746442878
Arousal,22,EMG A,LinearRidge,0.798405812,0.763602103
Arousal,22,EMG A,RF,0.820295555,0.798214165
Arousal,22,EMG C,DL,0.620088028,0.513231918
Arousal,22,EMG C,GaussianSVM,0.666954691,0.569619804
Arousal,22,EMG C,KNN,0.606171551,0.563663016
Arousal,22,EMG C,LinearRidge,0.61814049,0.534501802
Arousal,22,EMG C,RF,0.63715584,0.537098608
Arousal,22,HRV,DL,0.617790838,0.538700288
Arousal,22,HRV,GaussianSVM,0.549814473,0.47755317
Arousal,22,HRV,KNN,0.584820152,0.541442018
Arousal,22,HRV,LinearRidge,0.642022693,0.536737798
Arousal,22,HRV,RF,0.600051499,0.539223361
Arousal,22,IMU,DL,0.664559519,0.607985242
Arousal,22,IMU,GaussianSVM,0.704436863,0.652635666
Arousal,22,IMU,KNN,0.630917836,0.574080796
Arousal,22,IMU,LinearRidge,0.712608298,0.649683948
Arousal,22,IMU,RF,0.674010439,0.608392292
Arousal,22,Mask-All,DL,0.796020462,0.756376052
Arousal,22,Mask-All,GaussianSVM,0.786317631,0.746047484
Arousal,22,Mask-All,KNN,0.693209975,0.675538112
Arousal,22,Mask-All,LinearRidge,0.791240878,0.753525592
Arousal,22,Mask-All,RF,0.822135144,0.797500207
Arousal,23,Annotations,DL,0.791323475,0.761234211
Arousal,23,Annotations,GaussianSVM,0.869047619,0.837524178
Arousal,23,Annotations,KNN,0.857142857,0.82038489
Arousal,23,Annotations,LinearRidge,0.845238095,0.81272509
Arousal,23,Annotations,RF,0.845238095,0.81272509
Arousal,23,EMG A,DL,0.796816754,0.766485798
Arousal,23,EMG A,GaussianSVM,0.796327739,0.754517781
Arousal,23,EMG A,KNN,0.768978054,0.723326819
Arousal,23,EMG A,LinearRidge,0.783716261,0.74240774
Arousal,23,EMG A,RF,0.803290617,0.779092289
Arousal,23,EMG C,DL,0.606064696,0.537522755
Arousal,23,EMG C,GaussianSVM,0.65635482,0.556272903
Arousal,23,EMG C,KNN,0.600866398,0.55363898
Arousal,23,EMG C,LinearRidge,0.601626728,0.514495496
Arousal,23,EMG C,RF,0.635256619,0.543003006
Arousal,23,HRV,DL,0.585101216,0.504257815
Arousal,23,HRV,GaussianSVM,0.584547141,0.471957334
Arousal,23,HRV,KNN,0.573704954,0.528612518
Arousal,23,HRV,LinearRidge,0.642093914,0.536311168
Arousal,23,HRV,RF,0.597577398,0.541254384
Arousal,23,IMU,DL,0.6863029,0.615058533
Arousal,23,IMU,GaussianSVM,0.696430003,0.639120156
Arousal,23,IMU,KNN,0.614756113,0.563612144
Arousal,23,IMU,LinearRidge,0.714343126,0.652086517
Arousal,23,IMU,RF,0.667767735,0.612572707
Arousal,23,Mask-All,DL,0.760003511,0.725502897
Arousal,23,Mask-All,GaussianSVM,0.77090977,0.722064654
Arousal,23,Mask-All,KNN,0.681797817,0.657988629
Arousal,23,Mask-All,LinearRidge,0.766652223,0.721519787
Arousal,23,Mask-All,RF,0.803711253,0.77688844
Arousal,24,Annotations,DL,0.790425589,0.764612587
Arousal,24,Annotations,GaussianSVM,0.869047619,0.837524178
Arousal,24,Annotations,KNN,0.857142857,0.82038489
Arousal,24,Annotations,LinearRidge,0.857142857,0.829152542
Arousal,24,Annotations,RF,0.845238095,0.807983119
Arousal,24,EMG A,DL,0.788972603,0.754641954
Arousal,24,EMG A,GaussianSVM,0.798781033,0.756481121
Arousal,24,EMG A,KNN,0.776018631,0.735375023
Arousal,24,EMG A,LinearRidge,0.790987124,0.752807777
Arousal,24,EMG A,RF,0.808655448,0.784337233
Arousal,24,EMG C,DL,0.601696473,0.532782333
Arousal,24,EMG C,GaussianSVM,0.667368207,0.57200861
Arousal,24,EMG C,KNN,0.606301103,0.556130224
Arousal,24,EMG C,LinearRidge,0.601267691,0.525515143
Arousal,24,EMG C,RF,0.653448777,0.561199699
Arousal,24,HRV,DL,0.611394793,0.497633806
Arousal,24,HRV,GaussianSVM,0.553849051,0.478442449
Arousal,24,HRV,KNN,0.582264197,0.538051188
Arousal,24,HRV,LinearRidge,0.638937612,0.534702993
Arousal,24,HRV,RF,0.602820804,0.539228041
Arousal,24,IMU,DL,0.667359432,0.610185793
Arousal,24,IMU,GaussianSVM,0.68356975,0.626949196
Arousal,24,IMU,KNN,0.607322964,0.555721915
Arousal,24,IMU,LinearRidge,0.707566063,0.639940441
Arousal,24,IMU,RF,0.693680493,0.597263424
Arousal,24,Mask-All,DL,0.77468222,0.742511815
Arousal,24,Mask-All,GaussianSVM,0.766196743,0.717464597
Arousal,24,Mask-All,KNN,0.684661956,0.66157466
Arousal,24,Mask-All,LinearRidge,0.765580116,0.721337654
Arousal,24,Mask-All,RF,0.805614454,0.776156789
Arousal,25,Annotations,DL,0.801761957,0.774898374
Arousal,25,Annotations,GaussianSVM,0.869047619,0.837524178
Arousal,25,Annotations,KNN,0.857142857,0.82038489
Arousal,25,Annotations,LinearRidge,0.845238095,0.81272509
Arousal,25,Annotations,RF,0.845238095,0.807983119
Arousal,25,EMG A,DL,0.809943974,0.781768675
Arousal,25,EMG A,GaussianSVM,0.813419068,0.775373572
Arousal,25,EMG A,KNN,0.774537201,0.734921985
Arousal,25,EMG A,LinearRidge,0.805377884,0.768293398
Arousal,25,EMG A,RF,0.812996118,0.787360508
Arousal,25,EMG C,DL,0.665854185,0.550851113
Arousal,25,EMG C,GaussianSVM,0.672811251,0.575797602
Arousal,25,EMG C,KNN,0.620035425,0.573380148
Arousal,25,EMG C,LinearRidge,0.605737136,0.51469525
Arousal,25,EMG C,RF,0.6342876,0.543523317
Arousal,25,HRV,DL,0.584603771,0.50410974
Arousal,25,HRV,GaussianSVM,0.600013801,0.47813476
Arousal,25,HRV,KNN,0.586545029,0.543259831
Arousal,25,HRV,LinearRidge,0.636406521,0.530673905
Arousal,25,HRV,RF,0.616436904,0.558762633
Arousal,25,IMU,DL,0.696309976,0.609725935
Arousal,25,IMU,GaussianSVM,0.723662974,0.657038878
Arousal,25,IMU,KNN,0.620611163,0.569452698
Arousal,25,IMU,LinearRidge,0.716928356,0.653994221
Arousal,25,IMU,RF,0.693817671,0.621284259
Arousal,25,Mask-All,DL,0.77186852,0.737361608
Arousal,25,Mask-All,GaussianSVM,0.784725932,0.733983856
Arousal,25,Mask-All,KNN,0.696672707,0.673823504
Arousal,25,Mask-All,LinearRidge,0.79138964,0.746183648
Arousal,25,Mask-All,RF,0.826912048,0.798869707
Arousal,26,Annotations,DL,0.788682658,0.758897871
Arousal,26,Annotations,GaussianSVM,0.869047619,0.837524178
Arousal,26,Annotations,KNN,0.857142857,0.82038489
Arousal,26,Annotations,LinearRidge,0.845238095,0.81272509
Arousal,26,Annotations,RF,0.833333333,0.805039788
Arousal,26,EMG A,DL,0.803749863,0.772291638
Arousal,26,EMG A,GaussianSVM,0.808857596,0.769349844
Arousal,26,EMG A,KNN,0.781201168,0.74690003
Arousal,26,EMG A,LinearRidge,0.808637922,0.772615414
Arousal,26,EMG A,RF,0.811042517,0.783373543
Arousal,26,EMG C,DL,0.650222927,0.573283513
Arousal,26,EMG C,GaussianSVM,0.650703216,0.550403497
Arousal,26,EMG C,KNN,0.594818961,0.549905796
Arousal,26,EMG C,LinearRidge,0.606957774,0.504920224
Arousal,26,EMG C,RF,0.633503956,0.522992948
Arousal,26,HRV,DL,0.593385533,0.498722967
Arousal,26,HRV,GaussianSVM,0.545865886,0.47638549
Arousal,26,HRV,KNN,0.585883923,0.536296664
Arousal,26,HRV,LinearRidge,0.643155481,0.542639824
Arousal,26,HRV,RF,0.617499433,0.561235056
Arousal,26,IMU,DL,0.663576082,0.587302239
Arousal,26,IMU,GaussianSVM,0.697634716,0.640685172
Arousal,26,IMU,KNN,0.60198649,0.549835633
Arousal,26,IMU,LinearRidge,0.706373695,0.639042782
Arousal,26,IMU,RF,0.683435123,0.590651093
Arousal,26,Mask-All,DL,0.785361658,0.757481502
Arousal,26,Mask-All,GaussianSVM,0.794195288,0.749850421
Arousal,26,Mask-All,KNN,0.697761278,0.66981482
Arousal,26,Mask-All,LinearRidge,0.780410036,0.741026702
Arousal,26,Mask-All,RF,0.820882879,0.794017124
Arousal,27,Annotations,DL,0.79467118,0.766262668
Arousal,27,Annotations,GaussianSVM,0.869047619,0.837524178
Arousal,27,Annotations,KNN,0.857142857,0.82038489
Arousal,27,Annotations,LinearRidge,0.845238095,0.81272509
Arousal,27,Annotations,RF,0.845238095,0.807983119
Arousal,27,EMG A,DL,0.811031865,0.784101322
Arousal,27,EMG A,GaussianSVM,0.81719953,0.781492078
Arousal,27,EMG A,KNN,0.786956745,0.751151401
Arousal,27,EMG A,LinearRidge,0.806776202,0.772073462
Arousal,27,EMG A,RF,0.810741482,0.791634571
Arousal,27,EMG C,DL,0.632766335,0.527339579
Arousal,27,EMG C,GaussianSVM,0.649647789,0.548405541
Arousal,27,EMG C,KNN,0.593644847,0.545661654
Arousal,27,EMG C,LinearRidge,0.601189618,0.502577376
Arousal,27,EMG C,RF,0.608354509,0.524646714
Arousal,27,HRV,DL,0.639385883,0.50838194
Arousal,27,HRV,GaussianSVM,0.553620919,0.477012296
Arousal,27,HRV,KNN,0.579229778,0.537433038
Arousal,27,HRV,LinearRidge,0.63317093,0.534762267
Arousal,27,HRV,RF,0.618339948,0.558005386
Arousal,27,IMU,DL,0.70952356,0.658925226
Arousal,27,IMU,GaussianSVM,0.720403259,0.662492395
Arousal,27,IMU,KNN,0.647815313,0.596239546
Arousal,27,IMU,LinearRidge,0.728769115,0.663717272
Arousal,27,IMU,RF,0.675004346,0.607712739
Arousal,27,Mask-All,DL,0.785082089,0.757751774
Arousal,27,Mask-All,GaussianSVM,0.799058904,0.755105088
Arousal,27,Mask-All,KNN,0.706061534,0.688044198
Arousal,27,Mask-All,LinearRidge,0.788434362,0.752518371
Arousal,27,Mask-All,RF,0.812341452,0.788222923
Arousal,28,Annotations,DL,0.801012457,0.780318726
Arousal,28,Annotations,GaussianSVM,0.869047619,0.837524178
Arousal,28,Annotations,KNN,0.857142857,0.82038489
Arousal,28,Annotations,LinearRidge,0.845238095,0.81272509
Arousal,28,Annotations,RF,0.845238095,0.807983119
Arousal,28,EMG A,DL,0.793718913,0.764774332
Arousal,28,EMG A,GaussianSVM,0.792543107,0.752019663
Arousal,28,EMG A,KNN,0.763726437,0.724404892
Arousal,28,EMG A,LinearRidge,0.783725575,0.743232121
Arousal,28,EMG A,RF,0.796981452,0.771647385
Arousal,28,EMG C,DL,0.602842902,0.517733622
Arousal,28,EMG C,GaussianSVM,0.637236214,0.536171999
Arousal,28,EMG C,KNN,0.604445073,0.551701557
Arousal,28,EMG C,LinearRidge,0.620727757,0.524604634
Arousal,28,EMG C,RF,0.653533814,0.532055808
Arousal,28,HRV,DL,0.610489785,0.500605461
Arousal,28,HRV,GaussianSVM,0.565275913,0.485164904
Arousal,28,HRV,KNN,0.574670982,0.532232863
Arousal,28,HRV,LinearRidge,0.638741472,0.533254512
Arousal,28,HRV,RF,0.598564522,0.545002831
Arousal,28,IMU,DL,0.691285607,0.597186233
Arousal,28,IMU,GaussianSVM,0.713619615,0.641797465
Arousal,28,IMU,KNN,0.623889243,0.562646993
Arousal,28,IMU,LinearRidge,0.706492711,0.641242645
Arousal,28,IMU,RF,0.671732192,0.600811196
Arousal,28,Mask-All,DL,0.76839138,0.725641946
Arousal,28,Mask-All,GaussianSVM,0.764742178,0.71677465
Arousal,28,Mask-All,KNN,0.687678134,0.664837513
Arousal,28,Mask-All,LinearRidge,0.767852954,0.723178231
Arousal,28,Mask-All,RF,0.807423908,0.782968572
Arousal,29,Annotations,DL,0.806314806,0.780042676
Arousal,29,Annotations,GaussianSVM,0.869047619,0.837524178
Arousal,29,Annotations,KNN,0.857142857,0.82038489
Arousal,29,Annotations,LinearRidge,0.845238095,0.81272509
Arousal,29,Annotations,RF,0.845238095,0.807983119
Arousal,29,EMG A,DL,0.809001373,0.782528304
Arousal,29,EMG A,GaussianSVM,0.801809231,0.764986414
Arousal,29,EMG A,KNN,0.772013222,0.738786382
Arousal,29,EMG A,LinearRidge,0.790235899,0.754118119
Arousal,29,EMG A,RF,0.800086027,0.779814188
Arousal,29,EMG C,DL,0.643590629,0.570693658
Arousal,29,EMG C,GaussianSVM,0.657998837,0.569042509
Arousal,29,EMG C,KNN,0.604750804,0.56199284
Arousal,29,EMG C,LinearRidge,0.604207952,0.516082444
Arousal,29,EMG C,RF,0.614053661,0.533368969
Arousal,29,HRV,DL,0.592442716,0.506530094
Arousal,29,HRV,GaussianSVM,0.558751429,0.475712573
Arousal,29,HRV,KNN,0.576261711,0.533586055
Arousal,29,HRV,LinearRidge,0.632476421,0.530915298
Arousal,29,HRV,RF,0.627682982,0.564160137
Arousal,29,IMU,DL,0.670544115,0.608430729
Arousal,29,IMU,GaussianSVM,0.716266862,0.652687636
Arousal,29,IMU,KNN,0.619602414,0.559027086
Arousal,29,IMU,LinearRidge,0.722738626,0.661946275
Arousal,29,IMU,RF,0.682650206,0.618672792
Arousal,29,Mask-All,DL,0.772135066,0.738249696
Arousal,29,Mask-All,GaussianSVM,0.766937507,0.722459688
Arousal,29,Mask-All,KNN,0.687457852,0.667321503
Arousal,29,Mask-All,LinearRidge,0.767779567,0.727891735
Arousal,29,Mask-All,RF,0.806096232,0.782796641
Arousal,30,Annotations,DL,0.798821366,0.769069785
Arousal,30,Annotations,GaussianSVM,0.869047619,0.837524178
Arousal,30,Annotations,KNN,0.857142857,0.82038489
Arousal,30,Annotations,LinearRidge,0.845238095,0.81272509
Arousal,30,Annotations,RF,0.845238095,0.81272509
Arousal,30,EMG A,DL,0.807770181,0.775424358
Arousal,30,EMG A,GaussianSVM,0.807956797,0.769492242
Arousal,30,EMG A,KNN,0.783791413,0.749564321
Arousal,30,EMG A,LinearRidge,0.798077016,0.762821461
Arousal,30,EMG A,RF,0.799989561,0.772818796
Arousal,30,EMG C,DL,0.665458965,0.545354988
Arousal,30,EMG C,GaussianSVM,0.669020912,0.571095538
Arousal,30,EMG C,KNN,0.61842235,0.574486871
Arousal,30,EMG C,LinearRidge,0.624764558,0.548590077
Arousal,30,EMG C,RF,0.652921637,0.565671241
Arousal,30,HRV,DL,0.614152741,0.515784951
Arousal,30,HRV,GaussianSVM,0.554260489,0.477775982
Arousal,30,HRV,KNN,0.578062568,0.533408224
Arousal,30,HRV,LinearRidge,0.63561102,0.529498225
Arousal,30,HRV,RF,0.590306257,0.527702655
Arousal,30,IMU,DL,0.687748726,0.60833019
Arousal,30,IMU,GaussianSVM,0.719251748,0.656494185
Arousal,30,IMU,KNN,0.630391042,0.571365514
Arousal,30,IMU,LinearRidge,0.713241918,0.646795549
Arousal,30,IMU,RF,0.690662425,0.59947411
Arousal,30,Mask-All,DL,0.774198592,0.747068193
Arousal,30,Mask-All,GaussianSVM,0.782126029,0.741870325
Arousal,30,Mask-All,KNN,0.698830669,0.679339786
Arousal,30,Mask-All,LinearRidge,0.780071431,0.744001856
Arousal,30,Mask-All,RF,0.816457555,0.791535949
Arousal,31,Annotations,DL,0.80660684,0.783866351
Arousal,31,Annotations,GaussianSVM,0.869047619,0.837524178
Arousal,31,Annotations,KNN,0.857142857,0.82038489
Arousal,31,Annotations,LinearRidge,0.845238095,0.81272509
Arousal,31,Annotations,RF,0.845238095,0.81272509
Arousal,31,EMG A,DL,0.798865283,0.767206183
Arousal,31,EMG A,GaussianSVM,0.796721124,0.753285509
Arousal,31,EMG A,KNN,0.771063422,0.730659819
Arousal,31,EMG A,LinearRidge,0.788729737,0.747551342
Arousal,31,EMG A,RF,0.79796188,0.771630948
Arousal,31,EMG C,DL,0.673939068,0.555658992
Arousal,31,EMG C,GaussianSVM,0.653316266,0.5535941
Arousal,31,EMG C,KNN,0.594879073,0.547233669
Arousal,31,EMG C,LinearRidge,0.610112062,0.504083205
Arousal,31,EMG C,RF,0.625493273,0.529292873
Arousal,31,HRV,DL,0.593981374,0.517851628
Arousal,31,HRV,GaussianSVM,0.592930817,0.472971079
Arousal,31,HRV,KNN,0.579167761,0.533143625
Arousal,31,HRV,LinearRidge,0.64289086,0.542606863
Arousal,31,HRV,RF,0.589775544,0.533031718
Arousal,31,IMU,DL,0.686573056,0.607764058
Arousal,31,IMU,GaussianSVM,0.734670031,0.67117744
Arousal,31,IMU,KNN,0.626881579,0.571990435
Arousal,31,IMU,LinearRidge,0.728014252,0.664240171
Arousal,31,IMU,RF,0.681432957,0.609459094
Arousal,31,Mask-All,DL,0.779106385,0.744198864
Arousal,31,Mask-All,GaussianSVM,0.772816932,0.721485666
Arousal,31,Mask-All,KNN,0.701701434,0.667115202
Arousal,31,Mask-All,LinearRidge,0.770356486,0.728978678
Arousal,31,Mask-All,RF,0.811086438,0.782712543
Arousal,32,Annotations,DL,0.799481416,0.774565579
Arousal,32,Annotations,GaussianSVM,0.869047619,0.837524178
Arousal,32,Annotations,KNN,0.857142857,0.82038489
Arousal,32,Annotations,LinearRidge,0.845238095,0.81272509
Arousal,32,Annotations,RF,0.845238095,0.81272509
Arousal,32,EMG A,DL,0.802265485,0.774056184
