Target,Subject,Data Modality,Classifier,Accuracy,F1-score
Arousal,32,EMG A,GaussianSVM,0.806988933,0.771451617
Arousal,32,EMG A,KNN,0.773574493,0.732404026
Arousal,32,EMG A,LinearRidge,0.796580499,0.762466834
Arousal,32,EMG A,RF,0.793267744,0.766891814
Arousal,32,EMG C,DL,0.61343867,0.52011687
Arousal,32,EMG C,GaussianSVM,0.665189848,0.569803816
Arousal,32,EMG C,KNN,0.620077928,0.570407445
Arousal,32,EMG C,LinearRidge,0.588893963,0.501168367
Arousal,32,EMG C,RF,0.64208516,0.55687931
Arousal,32,HRV,DL,0.626928162,0.507453623
Arousal,32,HRV,GaussianSVM,0.555983398,0.481427995
Arousal,32,HRV,KNN,0.581466523,0.535191747
Arousal,32,HRV,LinearRidge,0.649307182,0.547881104
Arousal,32,HRV,RF,0.599540089,0.551389048
Arousal,32,IMU,DL,0.689935332,0.621974638
Arousal,32,IMU,GaussianSVM,0.715370334,0.646132929
Arousal,32,IMU,KNN,0.609818868,0.56296481
Arousal,32,IMU,LinearRidge,0.716278318,0.649054914
Arousal,32,IMU,RF,0.712012117,0.611169821
Arousal,32,Mask-All,DL,0.763097784,0.733352702
Arousal,32,Mask-All,GaussianSVM,0.766725338,0.717458543
Arousal,32,Mask-All,KNN,0.694401962,0.672531484
Arousal,32,Mask-All,LinearRidge,0.764199135,0.720700565
Arousal,32,Mask-All,RF,0.806503335,0.77928757
Arousal,33,Annotations,DL,0.79303765,0.763225119
Arousal,33,Annotations,GaussianSVM,0.880952381,0.854166667
Arousal,33,Annotations,KNN,0.857142857,0.82038489
Arousal,33,Annotations,LinearRidge,0.857142857,0.829152542
Arousal,33,Annotations,RF,0.845238095,0.807983119
Arousal,33,EMG A,DL,0.798077986,0.76448639
Arousal,33,EMG A,GaussianSVM,0.79685317,0.755969781
Arousal,33,EMG A,KNN,0.770403753,0.730605011
Arousal,33,EMG A,LinearRidge,0.796246217,0.759394519
Arousal,33,EMG A,RF,0.816408019,0.790597811
Arousal,33,EMG C,DL,0.642663674,0.530884488
Arousal,33,EMG C,GaussianSVM,0.659789678,0.555301307
Arousal,33,EMG C,KNN,0.6041603,0.555749982
Arousal,33,EMG C,LinearRidge,0.645323226,0.522398819
Arousal,33,EMG C,RF,0.609555097,0.537598717
Arousal,33,HRV,DL,0.622489265,0.499279343
Arousal,33,HRV,GaussianSVM,0.573636938,0.505103682
Arousal,33,HRV,KNN,0.599583741,0.557425424
Arousal,33,HRV,LinearRidge,0.637383501,0.542384345
Arousal,33,HRV,RF,0.61386361,0.570300656
Arousal,33,IMU,DL,0.67188808,0.616664746
Arousal,33,IMU,GaussianSVM,0.695284093,0.639142272
Arousal,33,IMU,KNN,0.603426311,0.547261948
Arousal,33,IMU,LinearRidge,0.707457791,0.641902461
Arousal,33,IMU,RF,0.668366294,0.593365476
Arousal,33,Mask-All,DL,0.766999802,0.728942035
Arousal,33,Mask-All,GaussianSVM,0.774346628,0.725640407
Arousal,33,Mask-All,KNN,0.682327788,0.659548829
Arousal,33,Mask-All,LinearRidge,0.768765165,0.723831034
Arousal,33,Mask-All,RF,0.82260325,0.795735356
Arousal,34,Annotations,DL,0.790663756,0.756699724
Arousal,34,Annotations,GaussianSVM,0.869047619,0.837524178
Arousal,34,Annotations,KNN,0.857142857,0.82038489
Arousal,34,Annotations,LinearRidge,0.845238095,0.81272509
Arousal,34,Annotations,RF,0.845238095,0.807983119
Arousal,34,EMG A,DL,0.797015473,0.768674115
Arousal,34,EMG A,GaussianSVM,0.802401359,0.763256984
Arousal,34,EMG A,KNN,0.772933466,0.731567279
Arousal,34,EMG A,LinearRidge,0.796858114,0.760670507
Arousal,34,EMG A,RF,0.803107128,0.77921015
Arousal,34,EMG C,DL,0.62764536,0.560208415
Arousal,34,EMG C,GaussianSVM,0.656721422,0.564139148
Arousal,34,EMG C,KNN,0.610055092,0.562697202
Arousal,34,EMG C,LinearRidge,0.606179261,0.517207112
Arousal,34,EMG C,RF,0.650888027,0.562379964
Arousal,34,HRV,DL,0.599535483,0.518995375
Arousal,34,HRV,GaussianSVM,0.567215122,0.489023225
Arousal,34,HRV,KNN,0.584717248,0.543079719
Arousal,34,HRV,LinearRidge,0.642542849,0.549225187
Arousal,34,HRV,RF,0.617566013,0.551423762
Arousal,34,IMU,DL,0.669155456,0.613496297
Arousal,34,IMU,GaussianSVM,0.712045539,0.649883277
Arousal,34,IMU,KNN,0.618859829,0.570480598
Arousal,34,IMU,LinearRidge,0.714054655,0.651544548
Arousal,34,IMU,RF,0.674165883,0.61218266
Arousal,34,Mask-All,DL,0.772329244,0.736615495
Arousal,34,Mask-All,GaussianSVM,0.779769106,0.739141096
Arousal,34,Mask-All,KNN,0.703797306,0.682618789
Arousal,34,Mask-All,LinearRidge,0.778597054,0.738197683
Arousal,34,Mask-All,RF,0.8161239,0.789063021
Arousal,35,Annotations,DL,0.789395815,0.762170645
Arousal,35,Annotations,GaussianSVM,0.869047619,0.837524178
Arousal,35,Annotations,KNN,0.857142857,0.82038489
Arousal,35,Annotations,LinearRidge,0.845238095,0.81272509
Arousal,35,Annotations,RF,0.845238095,0.807983119
Arousal,35,EMG A,DL,0.802037544,0.774194897
Arousal,35,EMG A,GaussianSVM,0.801093506,0.760897754
Arousal,35,EMG A,KNN,0.77677155,0.738671564
Arousal,35,EMG A,LinearRidge,0.789514783,0.750259019
Arousal,35,EMG A,RF,0.808571091,0.785166142
Arousal,35,EMG C,DL,0.647718535,0.540664591
Arousal,35,EMG C,GaussianSVM,0.672343937,0.575208192
Arousal,35,EMG C,KNN,0.627421186,0.573412881
Arousal,35,EMG C,LinearRidge,0.609875096,0.522959731
Arousal,35,EMG C,RF,0.617329976,0.544543073
Arousal,35,HRV,DL,0.62286779,0.530819458
Arousal,35,HRV,GaussianSVM,0.574614849,0.499866488
Arousal,35,HRV,KNN,0.588015547,0.54455825
Arousal,35,HRV,LinearRidge,0.644564121,0.547583859
Arousal,35,HRV,RF,0.625638412,0.567671761
Arousal,35,IMU,DL,0.690136902,0.610883279
Arousal,35,IMU,GaussianSVM,0.702052154,0.648176516
Arousal,35,IMU,KNN,0.61157343,0.56010435
Arousal,35,IMU,LinearRidge,0.716558256,0.652742458
Arousal,35,IMU,RF,0.667174548,0.607183419
Arousal,35,Mask-All,DL,0.778589034,0.7399095
Arousal,35,Mask-All,GaussianSVM,0.784917871,0.739595126
Arousal,35,Mask-All,KNN,0.693217334,0.67298964
Arousal,35,Mask-All,LinearRidge,0.77836392,0.737924355
Arousal,35,Mask-All,RF,0.802092875,0.77455557
Arousal,36,Annotations,DL,0.787643408,0.761506034
Arousal,36,Annotations,GaussianSVM,0.853658537,0.837301587
Arousal,36,Annotations,KNN,0.804878049,0.78974359
Arousal,36,Annotations,LinearRidge,0.829268293,0.806734007
Arousal,36,Annotations,RF,0.87804878,0.870335231
Arousal,36,EMG A,DL,0.791374658,0.757680749
Arousal,36,EMG A,GaussianSVM,0.795603241,0.755977098
Arousal,36,EMG A,KNN,0.763562215,0.724816591
Arousal,36,EMG A,LinearRidge,0.785200512,0.744093979
Arousal,36,EMG A,RF,0.801654688,0.776074622
Arousal,36,EMG C,DL,0.645798412,0.540008622
Arousal,36,EMG C,GaussianSVM,0.650901333,0.548148317
Arousal,36,EMG C,KNN,0.598358226,0.550428248
Arousal,36,EMG C,LinearRidge,0.636327642,0.50549293
Arousal,36,EMG C,RF,0.609964132,0.509273699
Arousal,36,HRV,DL,0.60279249,0.509128888
Arousal,36,HRV,GaussianSVM,0.561153391,0.476080984
Arousal,36,HRV,KNN,0.586182247,0.545069346
Arousal,36,HRV,LinearRidge,0.638643983,0.534191321
Arousal,36,HRV,RF,0.608439861,0.545707859
Arousal,36,IMU,DL,0.686191368,0.612672291
Arousal,36,IMU,GaussianSVM,0.695710684,0.639126497
Arousal,36,IMU,KNN,0.615995714,0.565139203
Arousal,36,IMU,LinearRidge,0.708473848,0.640103168
Arousal,36,IMU,RF,0.662261543,0.596093226
Arousal,36,Mask-All,DL,0.780390809,0.744132001
Arousal,36,Mask-All,GaussianSVM,0.763659998,0.716048261
Arousal,36,Mask-All,KNN,0.672849499,0.645696119
Arousal,36,Mask-All,LinearRidge,0.763780454,0.720473648
Arousal,36,Mask-All,RF,0.805036226,0.776842448
Valence,0,Annotations,DL,1.0,1.0
Valence,0,Annotations,GaussianSVM,0.7979365593687832,0.7880584300469733
Valence,0,Annotations,KNN,0.7712753207692447,0.7653530803473042
Valence,0,Annotations,LinearRidge,0.7817783887104226,0.769856857389058
Valence,0,Annotations,RF,0.7914115824930975,0.7832532431659057
Valence,0,EMG A,DL,0.7317073170731707,0.7360902255639098
Valence,0,EMG A,GaussianSVM,0.8011795587965208,0.7947602451265701
Valence,0,EMG A,KNN,0.7484115887728368,0.7295674276119569
Valence,0,EMG A,LinearRidge,0.8001672769599935,0.7946022645382178
Valence,0,EMG A,RF,0.7908485112229788,0.7841699220965048
Valence,0,EMG C,DL,0.8292682926829268,0.8597111700559976
Valence,0,EMG C,GaussianSVM,0.4428891190111718,0.3953481618459857
Valence,0,EMG C,KNN,0.4078993594210461,0.37773444302063
Valence,0,EMG C,LinearRidge,0.424512644670435,0.3704274551768972
Valence,0,EMG C,RF,0.4255063959394353,0.3865789404217811
Valence,0,HRV,DL,0.4146341463414634,0.3524277141298417
Valence,0,HRV,GaussianSVM,0.3839026451793865,0.3288652280939004
Valence,0,HRV,KNN,0.3786600564651511,0.3546662995880675
Valence,0,HRV,LinearRidge,0.4068767479186083,0.3546924214935076
Valence,0,HRV,RF,0.3555275756308493,0.330627481711547
Valence,0,IMU,DL,0.5121951219512195,0.4832269180095266
Valence,0,IMU,GaussianSVM,0.5174562114657975,0.4928869388406182
Valence,0,IMU,KNN,0.4069608429476956,0.386479006910458
Valence,0,IMU,LinearRidge,0.4889889658300493,0.459311398310114
Valence,0,IMU,RF,0.4326157892135293,0.4007643260471298
Valence,0,Mask-All,DL,0.6341463414634146,0.6731481481481482
Valence,0,Mask-All,GaussianSVM,0.7719440484043611,0.7580674279996306
Valence,0,Mask-All,KNN,0.6529686092124763,0.6356087069405096
Valence,0,Mask-All,LinearRidge,0.7680182882258623,0.7585974517408808
Valence,0,Mask-All,RF,0.7800031995479967,0.774042431754173
Valence,1,Annotations,DL,1.0,1.0
Valence,1,Annotations,GaussianSVM,0.7972482145100547,0.7869291376031631
Valence,1,Annotations,KNN,0.7693791000143118,0.7628253457863841
Valence,1,Annotations,LinearRidge,0.780833885374809,0.7697974236991596
Valence,1,Annotations,RF,0.7909731552307234,0.7830259272407494
Valence,1,EMG A,DL,0.6585365853658537,0.6836182336182336
Valence,1,EMG A,GaussianSVM,0.7931860783918471,0.7837254072553894
Valence,1,EMG A,KNN,0.7518010933855631,0.732847946648612
Valence,1,EMG A,LinearRidge,0.7977822039080519,0.7916204273925784
Valence,1,EMG A,RF,0.7872992449951237,0.7798976805843347
Valence,1,EMG C,DL,0.5121951219512195,0.4866452991452992
Valence,1,EMG C,GaussianSVM,0.4812751860820003,0.430701052369413
Valence,1,EMG C,KNN,0.4200009212089621,0.3946414010449962
Valence,1,EMG C,LinearRidge,0.4390392666185425,0.3824667381982873
Valence,1,EMG C,RF,0.4370398268361785,0.3936562602900675
Valence,1,HRV,DL,0.3902439024390244,0.270152505446623
Valence,1,HRV,GaussianSVM,0.3881924445604264,0.3175737094484958
Valence,1,HRV,KNN,0.3864545486250505,0.3640863333047068
Valence,1,HRV,LinearRidge,0.4038474962588878,0.3350745265545971
Valence,1,HRV,RF,0.3501703556392022,0.3156069646419494
Valence,1,IMU,DL,0.5853658536585366,0.5302513578375647
Valence,1,IMU,GaussianSVM,0.5205946549890865,0.4984682197120322
Valence,1,IMU,KNN,0.4048691126936774,0.3852463775081973
Valence,1,IMU,LinearRidge,0.5022257077877249,0.4759707044739603
Valence,1,IMU,RF,0.4580688224473943,0.428057639351305
Valence,1,Mask-All,DL,0.6341463414634146,0.6769179894179894
Valence,1,Mask-All,GaussianSVM,0.7549803534792051,0.7376370141251876
Valence,1,Mask-All,KNN,0.6317908483619745,0.6179486602413974
Valence,1,Mask-All,LinearRidge,0.7578970587128944,0.745143761960547
Valence,1,Mask-All,RF,0.7820784452641188,0.7737943767040296
Valence,2,Annotations,DL,1.0,1.0
Valence,2,Annotations,GaussianSVM,0.7974655900066037,0.7871977129201535
Valence,2,Annotations,KNN,0.7693664744811425,0.7636285977067544
Valence,2,Annotations,LinearRidge,0.7784059666244747,0.7673819223815644
Valence,2,Annotations,RF,0.7911983909983943,0.7799734417964106
Valence,2,EMG A,DL,0.8536585365853658,0.8819444444444445
Valence,2,EMG A,GaussianSVM,0.7905862790366767,0.7828588978749356
Valence,2,EMG A,KNN,0.7452992043269656,0.7263263561946
Valence,2,EMG A,LinearRidge,0.8014352236901883,0.7965154662954727
Valence,2,EMG A,RF,0.7878890359908168,0.7808414276243575
Valence,2,EMG C,DL,0.7073170731707317,0.6461538461538461
Valence,2,EMG C,GaussianSVM,0.4595701656178527,0.4051743897188066
Valence,2,EMG C,KNN,0.4309451490580473,0.4029335500328341
Valence,2,EMG C,LinearRidge,0.4463584309105006,0.3897426443473504
Valence,2,EMG C,RF,0.430738087695951,0.3822417662453106
Valence,2,HRV,DL,0.4390243902439024,0.3995726495726495
Valence,2,HRV,GaussianSVM,0.3541955303111614,0.3204277130911922
Valence,2,HRV,KNN,0.3715849088249799,0.3531554295773417
Valence,2,HRV,LinearRidge,0.3998347323944927,0.3426575683859358
Valence,2,HRV,RF,0.357586567893175,0.3338994747925118
Valence,2,IMU,DL,0.5609756097560976,0.5162738496071829
Valence,2,IMU,GaussianSVM,0.5223706677311842,0.4984677805641817
Valence,2,IMU,KNN,0.395716481587192,0.3727062313364138
Valence,2,IMU,LinearRidge,0.5086297168744327,0.4776009833075341
Valence,2,IMU,RF,0.4394470787822608,0.4099813484675769
Valence,2,Mask-All,DL,0.7317073170731707,0.7328224776500639
Valence,2,Mask-All,GaussianSVM,0.7574398101162936,0.7384028588752511
Valence,2,Mask-All,KNN,0.6216068998648177,0.6084177244285949
Valence,2,Mask-All,LinearRidge,0.7629785437168732,0.7475282226238031
Valence,2,Mask-All,RF,0.7788443498597455,0.7702281380596281
Valence,3,Annotations,DL,1.0,1.0
Valence,3,Annotations,GaussianSVM,0.7962704306373569,0.7858921176427143
Valence,3,Annotations,KNN,0.7692488977922056,0.7633959553830038
Valence,3,Annotations,LinearRidge,0.7786259081668319,0.7673793423102688
Valence,3,Annotations,RF,0.7899919903148214,0.7794459371090601
Valence,3,EMG A,DL,0.7317073170731707,0.766905615292712
Valence,3,EMG A,GaussianSVM,0.7847594752059468,0.7796483222858627
Valence,3,EMG A,KNN,0.7396975611747002,0.7229054473321307
Valence,3,EMG A,LinearRidge,0.7937607319859731,0.7883160826871219
Valence,3,EMG A,RF,0.7843303013179436,0.7767704598696306
Valence,3,EMG C,DL,0.6585365853658537,0.6491351098644226
Valence,3,EMG C,GaussianSVM,0.4554109788082228,0.412519094972419
Valence,3,EMG C,KNN,0.4167566717163104,0.3896174375554643
Valence,3,EMG C,LinearRidge,0.4266521098846322,0.3779941860068163
Valence,3,EMG C,RF,0.4298858019982382,0.3901358770258845
Valence,3,HRV,DL,0.2439024390243902,0.2113237639553429
Valence,3,HRV,GaussianSVM,0.3870843740599142,0.3350806477909694
Valence,3,HRV,KNN,0.3853476483943711,0.3640901507737014
Valence,3,HRV,LinearRidge,0.4046147551789408,0.3544233434217529
Valence,3,HRV,RF,0.3857893465096914,0.3490519205674254
Valence,3,IMU,DL,0.6829268292682927,0.6427019905280775
Valence,3,IMU,GaussianSVM,0.516536428261067,0.4943754635680883
Valence,3,IMU,KNN,0.4028896189383478,0.3818064593273063
Valence,3,IMU,LinearRidge,0.4994683592589994,0.4742431487766713
Valence,3,IMU,RF,0.4425804605414264,0.4000824591079648
Valence,3,Mask-All,DL,0.7560975609756098,0.7753759398496239
Valence,3,Mask-All,GaussianSVM,0.7649685372907657,0.7473334605455784
Valence,3,Mask-All,KNN,0.6289355652315086,0.6141947926362513
Valence,3,Mask-All,LinearRidge,0.7580895434772333,0.7484556576823705
Valence,3,Mask-All,RF,0.7710454447343644,0.7627764856890931
Valence,4,Annotations,DL,1.0,1.0
Valence,4,Annotations,GaussianSVM,0.8032363215287246,0.7938304616249131
Valence,4,Annotations,KNN,0.7816571316330586,0.7745550910792687
Valence,4,Annotations,LinearRidge,0.7842575666255107,0.7736760435735823
Valence,4,Annotations,RF,0.7986719503737488,0.7897086644528806
Valence,4,EMG A,DL,0.6829268292682927,0.7273273273273274
Valence,4,EMG A,GaussianSVM,0.7844244243434236,0.7774165581134683
Valence,4,EMG A,KNN,0.7458657398089392,0.7272631303049278
Valence,4,EMG A,LinearRidge,0.7918989796078995,0.7857417644998513
Valence,4,EMG A,RF,0.7886866188667824,0.780766183255579
Valence,4,EMG C,DL,0.6585365853658537,0.5083333333333334
Valence,4,EMG C,GaussianSVM,0.4534779242908645,0.4027330310206555
Valence,4,EMG C,KNN,0.4229726399763293,0.4007853137387023
Valence,4,EMG C,LinearRidge,0.4593543874622332,0.4068673920457741
Valence,4,EMG C,RF,0.4367345917230372,0.3968998765060465
Valence,4,HRV,DL,0.3414634146341463,0.3175675675675675
Valence,4,HRV,GaussianSVM,0.3568331416092745,0.3214831149647932
Valence,4,HRV,KNN,0.3743736353456459,0.355093284932431
Valence,4,HRV,LinearRidge,0.4022924322302489,0.3478319364695422
Valence,4,HRV,RF,0.3414343341036508,0.3207209709097106
Valence,4,IMU,DL,0.6097560975609756,0.5882352941176471
Valence,4,IMU,GaussianSVM,0.5211404447863615,0.4978824702707458
Valence,4,IMU,KNN,0.4171601388228077,0.3959134828977413
Valence,4,IMU,LinearRidge,0.5044836081684049,0.4755612628653785
Valence,4,IMU,RF,0.4408012210259237,0.4035604228916694
Valence,4,Mask-All,DL,0.6585365853658537,0.6754107048224695
Valence,4,Mask-All,GaussianSVM,0.7733755536394601,0.7576698307727698
Valence,4,Mask-All,KNN,0.6465908705558667,0.6371028087633093
Valence,4,Mask-All,LinearRidge,0.7703646014245518,0.7610124514693136
Valence,4,Mask-All,RF,0.7796879825165408,0.7717034472698061
Valence,5,Annotations,DL,1.0,1.0
Valence,5,Annotations,GaussianSVM,0.7979496072939389,0.7885593422417629
Valence,5,Annotations,KNN,0.7726322531951966,0.7655788642906954
Valence,5,Annotations,LinearRidge,0.7842609495588203,0.7721917276587428
Valence,5,Annotations,RF,0.8003449419575924,0.7881784650928164
Valence,5,EMG A,DL,0.6829268292682927,0.7197376267143709
Valence,5,EMG A,GaussianSVM,0.7856155810955907,0.7790537740159419
Valence,5,EMG A,KNN,0.7369579918203037,0.7187760446453656
Valence,5,EMG A,LinearRidge,0.7926942650701206,0.7866919332679425
Valence,5,EMG A,RF,0.7768500528807191,0.7697150058041075
Valence,5,EMG C,DL,0.8292682926829268,0.7765345765345765
Valence,5,EMG C,GaussianSVM,0.4541978659443138,0.4027862520372701
Valence,5,EMG C,KNN,0.4032691882663312,0.3827585902116123
Valence,5,EMG C,LinearRidge,0.4180049495493513,0.3654393865953794
Valence,5,EMG C,RF,0.433847483302103,0.3894087002459585
Valence,5,HRV,DL,0.3902439024390244,0.2133333333333333
Valence,5,HRV,GaussianSVM,0.3777221288673841,0.3196468370430765
Valence,5,HRV,KNN,0.3754480044255458,0.35802316706886
Valence,5,HRV,LinearRidge,0.3702007168831226,0.3324838145098108
Valence,5,HRV,RF,0.3479611614625849,0.3185853184136717
Valence,5,IMU,DL,0.5365853658536586,0.4845315904139434
Valence,5,IMU,GaussianSVM,0.5499238435716554,0.5282060611607189
Valence,5,IMU,KNN,0.4179243543196982,0.3980364975827784
Valence,5,IMU,LinearRidge,0.5239958200344147,0.4966712493972454
Valence,5,IMU,RF,0.4483145801471237,0.4085658899577956
Valence,5,Mask-All,DL,0.7073170731707317,0.7013390722142515
Valence,5,Mask-All,GaussianSVM,0.7635692567012442,0.7477463855965337
Valence,5,Mask-All,KNN,0.629144657360523,0.6156383168888246
Valence,5,Mask-All,LinearRidge,0.7595814042981729,0.7493648985155705
Valence,5,Mask-All,RF,0.7761545350863932,0.7662436914524111
Valence,6,Annotations,DL,1.0,1.0
Valence,6,Annotations,GaussianSVM,0.8022923155608228,0.7913626509034318
Valence,6,Annotations,KNN,0.7713103725876684,0.7647800117150232
Valence,6,Annotations,LinearRidge,0.7824213364505175,0.7707382016791188
Valence,6,Annotations,RF,0.7956179215961308,0.7861413477930241
Valence,6,EMG A,DL,0.6585365853658537,0.7216374269005849
Valence,6,EMG A,GaussianSVM,0.7851137587515571,0.7765408006629917
Valence,6,EMG A,KNN,0.7414113705103906,0.7218556514338762
Valence,6,EMG A,LinearRidge,0.7918501286065119,0.7861755838373915
Valence,6,EMG A,RF,0.7780104766937357,0.7694195359565676
Valence,6,EMG C,DL,0.8536585365853658,0.8345588235294118
Valence,6,EMG C,GaussianSVM,0.4541324407876357,0.4022795059953907
Valence,6,EMG C,KNN,0.4036931187849146,0.3775505178378304
Valence,6,EMG C,LinearRidge,0.4568151459463788,0.3967874034911208
Valence,6,EMG C,RF,0.4266036648002586,0.3772582572719935
Valence,6,HRV,DL,0.1951219512195122,0.1867971210076473
Valence,6,HRV,GaussianSVM,0.3852483927316307,0.331017739577395
Valence,6,HRV,KNN,0.3811977164097639,0.3592211865965939
Valence,6,HRV,LinearRidge,0.4061811860548523,0.3501891587948941
Valence,6,HRV,RF,0.3420280937858806,0.3122190708456288
Valence,6,IMU,DL,0.5121951219512195,0.4907563025210084
Valence,6,IMU,GaussianSVM,0.5162022608143338,0.4881672478876184
Valence,6,IMU,KNN,0.4084810017320289,0.387195539876173
Valence,6,IMU,LinearRidge,0.4959025379922239,0.4642785913773819
Valence,6,IMU,RF,0.4487241121428512,0.4105855615836742
Valence,6,Mask-All,DL,0.6585365853658537,0.6496296296296297
Valence,6,Mask-All,GaussianSVM,0.774935165886004,0.7562853371151553
Valence,6,Mask-All,KNN,0.6447511924219578,0.6309569768178886
Valence,6,Mask-All,LinearRidge,0.7653474750738719,0.7419861876209237
Valence,6,Mask-All,RF,0.7827486012413463,0.7722224191381696
Valence,7,Annotations,DL,1.0,1.0
Valence,7,Annotations,GaussianSVM,0.798915482620258,0.788833226770257
Valence,7,Annotations,KNN,0.776981031155297,0.770267508709942
Valence,7,Annotations,LinearRidge,0.7794526324698015,0.7677199389919047
Valence,7,Annotations,RF,0.7895376411748004,0.7794584160973247
Valence,7,EMG A,DL,0.7560975609756098,0.7663027332144979
Valence,7,EMG A,GaussianSVM,0.7854149198918483,0.777232242730459
Valence,7,EMG A,KNN,0.7373801372983472,0.7181628236891764
Valence,7,EMG A,LinearRidge,0.7919748058543462,0.7855551408492977
Valence,7,EMG A,RF,0.7793547906907226,0.7735997581273912
Valence,7,EMG C,DL,0.8536585365853658,0.8230769230769232
Valence,7,EMG C,GaussianSVM,0.4500502268506459,0.4018370915090017
Valence,7,EMG C,KNN,0.4505633372060986,0.4266833684695762
Valence,7,EMG C,LinearRidge,0.4408696493108622,0.3861995454812253
Valence,7,EMG C,RF,0.4353945161951111,0.3925677185170977
Valence,7,HRV,DL,0.4146341463414634,0.4102564102564103
Valence,7,HRV,GaussianSVM,0.3594808689365718,0.3238763871166845
Valence,7,HRV,KNN,0.3792548879085954,0.3577463005280423
Valence,7,HRV,LinearRidge,0.3937749915363444,0.3389981134099288
Valence,7,HRV,RF,0.3434622074137393,0.3182335294603204
Valence,7,IMU,DL,0.5365853658536586,0.536660724896019
Valence,7,IMU,GaussianSVM,0.5325194997003302,0.5045663305142374
Valence,7,IMU,KNN,0.4120116484400338,0.3935729746459906
Valence,7,IMU,LinearRidge,0.501284214770577,0.4661128476451187
Valence,7,IMU,RF,0.4347983204415045,0.3927882160184372
Valence,7,Mask-All,DL,0.6829268292682927,0.6984628897672377
Valence,7,Mask-All,GaussianSVM,0.7627186480241118,0.7455120335622485
Valence,7,Mask-All,KNN,0.6271093035926137,0.6145325726151136
Valence,7,Mask-All,LinearRidge,0.7570929759961949,0.7436918462039687
Valence,7,Mask-All,RF,0.7699016210979888,0.762253062754206
Valence,8,Annotations,DL,1.0,1.0
Valence,8,Annotations,GaussianSVM,0.7979787990436054,0.7903927045854722
Valence,8,Annotations,KNN,0.7743607295401395,0.769829850961503
Valence,8,Annotations,LinearRidge,0.779816003666506,0.7704998307903752
Valence,8,Annotations,RF,0.7900962114518328,0.7816765924847568
Valence,8,EMG A,DL,0.7073170731707317,0.7017491254372814
Valence,8,EMG A,GaussianSVM,0.7829029099379258,0.7768774241516387
Valence,8,EMG A,KNN,0.7382089343822045,0.7218201294925696
Valence,8,EMG A,LinearRidge,0.7903626326236176,0.7867408774020053
Valence,8,EMG A,RF,0.778881658525763,0.7763959193846597
Valence,8,EMG C,DL,0.6829268292682927,0.5033914728682171
Valence,8,EMG C,GaussianSVM,0.4573973806688053,0.4131174163220435
Valence,8,EMG C,KNN,0.428037252349541,0.4053016949840662
Valence,8,EMG C,LinearRidge,0.4513523436054992,0.3982762806946165
Valence,8,EMG C,RF,0.437216312415066,0.3983972118231114
Valence,8,HRV,DL,0.1951219512195122,0.2069275753486279
Valence,8,HRV,GaussianSVM,0.3655102827600076,0.3304195304818604
Valence,8,HRV,KNN,0.3812814658617644,0.3634671721661473
Valence,8,HRV,LinearRidge,0.4109610967545558,0.3524814508326128
Valence,8,HRV,RF,0.3424829214743062,0.3146216242968001
Valence,8,IMU,DL,0.7073170731707317,0.6165981649852618
Valence,8,IMU,GaussianSVM,0.5180344557324473,0.4938653351954845
Valence,8,IMU,KNN,0.3976892742731223,0.3807738827272433
Valence,8,IMU,LinearRidge,0.5102513602645764,0.4799312718729868
Valence,8,IMU,RF,0.432683999828763,0.4086425396476565
Valence,8,Mask-All,DL,0.6829268292682927,0.6856060606060607
Valence,8,Mask-All,GaussianSVM,0.7715965588592824,0.7588149119453568
Valence,8,Mask-All,KNN,0.6444582657542276,0.634587973024339
Valence,8,Mask-All,LinearRidge,0.7638215104617947,0.7490985677741802
Valence,8,Mask-All,RF,0.7778878924922991,0.7707513880129359
Valence,9,Annotations,DL,1.0,1.0
Valence,9,Annotations,GaussianSVM,0.8008997577043258,0.7905307598159261
Valence,9,Annotations,KNN,0.7813480047777831,0.7727522887559656
Valence,9,Annotations,LinearRidge,0.7854596472848732,0.7736446605116102
Valence,9,Annotations,RF,0.7936734308231832,0.7826235502982142
Valence,9,EMG A,DL,0.8780487804878049,0.8976211984342065
Valence,9,EMG A,GaussianSVM,0.7973673955954625,0.7923891719570142
Valence,9,EMG A,KNN,0.7422948020565622,0.7228364262737154
Valence,9,EMG A,LinearRidge,0.7973546012706443,0.7931727586872118
Valence,9,EMG A,RF,0.7845788302587955,0.7779346275735582
Valence,9,EMG C,DL,0.7073170731707317,0.7013888888888888
Valence,9,EMG C,GaussianSVM,0.4418406206872359,0.3902516963688693
Valence,9,EMG C,KNN,0.4158633417500926,0.394722504344141
Valence,9,EMG C,LinearRidge,0.4238654744281778,0.3718711221891562
Valence,9,EMG C,RF,0.4232906913739116,0.3816465902959935
Valence,9,HRV,DL,0.4146341463414634,0.327485380116959
Valence,9,HRV,GaussianSVM,0.37451748788778,0.3312430422277918
Valence,9,HRV,KNN,0.375016318957786,0.3567551713776422
Valence,9,HRV,LinearRidge,0.3833279366153894,0.3487758007221197
Valence,9,HRV,RF,0.3238113384929124,0.3071618815379175
Valence,9,IMU,DL,0.6341463414634146,0.6060794688245669
Valence,9,IMU,GaussianSVM,0.526134564904571,0.500484537325736
Valence,9,IMU,KNN,0.4027792923210385,0.3826220750632206
Valence,9,IMU,LinearRidge,0.5170126957459313,0.4827901630513119
